FID,anzahl_stellplaetze,zusatzbeleuchtung,bike_and_ride,doppelstock,status,geplant,lastenrad,standort,standortnummer,typ_generalisiert,ueberdacht,zeitl_begrenzung,status_bedeutung,shape
opendata_ruhver_fahrradparken_line.101,6,Nein,Nein,Nein,4,,Nein,Avenariusstr. 3,90,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((682491.7420006567 5334961.221998469, 682492.4530006566 5334964.645998468))"
opendata_ruhver_fahrradparken_line.102,6,Nein,Nein,Nein,2,,Nein,Elvirastr. 10,95,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689128.2850007846 5336023.2439981215, 689131.1150007847 5336022.4769981215))"
opendata_ruhver_fahrradparken_line.103,8,Nein,Nein,Nein,2,,Nein,Elvirastr. 9,96,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689115.0430007844 5336021.172998122, 689114.1110007844 5336017.486998122))"
opendata_ruhver_fahrradparken_line.104,7,Nein,Ja,Nein,2,,Nein,Viktoriastr. 27,111,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691761.0010008401 5337998.924997955, 691760.3670008399 5338003.160997953))"
opendata_ruhver_fahrradparken_line.105,7,Nein,Ja,Nein,2,,Nein,Rheinstr. 37,112,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691774.0280008402 5338073.941997953, 691770.0480008402 5338074.445997953))"
opendata_ruhver_fahrradparken_line.106,24,Nein,Ja,Nein,2,,Nein,Karl-Theodor-Str. 56,113,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691770.21700084 5338042.264997954, 691771.8420008401 5338056.342997953))"
opendata_ruhver_fahrradparken_line.107,8,Nein,Ja,Nein,2,,Nein,Viktoriastr. 27,114,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691754.6930008398 5338016.544997955, 691758.9620008399 5338017.355997953))"
opendata_ruhver_fahrradparken_line.108,11,Nein,Ja,Nein,2,,Nein,Boschetsrieder Str. 158,115,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686706.1970007368 5330295.7649982665, 686711.1930007369 5330293.466998267))"
opendata_ruhver_fahrradparken_line.109,6,Nein,Nein,Nein,2,,Nein,Hans-Mielich-Str. 4,464,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691277.4980008306 5332366.172997996, 691277.3730008308 5332369.374997998))"
opendata_ruhver_fahrradparken_line.110,17,Nein,Ja,Nein,2,,Nein,Marbachstr. 2,465,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688724.3280007769 5332354.782998151, 688724.135000777 5332364.7739981515))"
opendata_ruhver_fahrradparken_line.111,17,Nein,Ja,Nein,2,,Nein,Marbachstr. 1,466,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688724.101000777 5332365.662998151, 688723.8130007769 5332375.551998152))"
opendata_ruhver_fahrradparken_line.112,8,Nein,Ja,Nein,2,,Nein,Englschalkinger Str. 14,60,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694921.480000911 5336682.189997739, 694921.7950009111 5336678.214997738))"
opendata_ruhver_fahrradparken_line.113,12,Nein,Ja,Nein,2,,Nein,Englschalkinger Str. 14,61,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694917.522000911 5336683.526997738, 694917.944000911 5336677.863997739))"
opendata_ruhver_fahrradparken_line.114,12,Nein,Ja,Nein,2,,Nein,Englschalkinger Str. 14,62,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694914.9140009108 5336683.264997739, 694915.2930009109 5336677.680997739))"
opendata_ruhver_fahrradparken_line.115,12,Nein,Ja,Nein,2,,Nein,Englschalkinger Str. 14,63,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694911.3840009108 5336682.88599774, 694911.8060009109 5336677.22299774))"
opendata_ruhver_fahrradparken_line.116,38,Nein,Ja,Nein,2,,Nein,Englschalkinger Str. 14,64,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694856.6360009097 5336675.836997744, 694881.9470009102 5336679.021997742))"
opendata_ruhver_fahrradparken_line.117,33,Nein,Ja,Nein,2,,Nein,Elektrastr. 13,65,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695128.8700009158 5336741.267997724, 695150.2400009163 5336741.337997723))"
opendata_ruhver_fahrradparken_line.118,30,Nein,Nein,Nein,2,,Nein,Arcisstr. 12,66,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690951.3670008229 5335720.847998011, 690961.0620008232 5335744.862998011))"
opendata_ruhver_fahrradparken_line.119,6,Nein,Ja,Nein,2,,Nein,Fingerkrautanger 3,179,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((690504.7890008119 5343050.435998024, 690506.875000812 5343049.548998023))"
opendata_ruhver_fahrradparken_line.120,6,Nein,Ja,Nein,2,,Nein,Fingerkrautanger 3,180,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((690501.5580008118 5343042.732998026, 690503.7620008119 5343041.736998024))"
opendata_ruhver_fahrradparken_line.121,7,Nein,Ja,Nein,2,,Nein,Fingerkrautanger 3,181,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((690494.3750008116 5343045.812998026, 690496.4560008118 5343045.039998027))"
opendata_ruhver_fahrradparken_line.122,7,Nein,Ja,Nein,2,,Nein,Felsennelkenanger 21,182,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((690490.0910008117 5343047.582998025, 690492.4650008116 5343046.592998026))"
opendata_ruhver_fahrradparken_line.123,7,Nein,Ja,Nein,2,,Nein,Felsennelkenanger 21,183,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((690486.9660008117 5343048.827998025, 690488.9360008116 5343047.992998024))"
opendata_ruhver_fahrradparken_line.124,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 504,184,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690384.8640008094 5343114.252998032, 690390.2450008094 5343114.923998032))"
opendata_ruhver_fahrradparken_line.125,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 504,185,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690385.4990008094 5343109.790998032, 690390.8760008097 5343110.575998032))"
opendata_ruhver_fahrradparken_line.126,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 504,186,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690385.8560008095 5343108.020998033, 690391.0010008096 5343108.854998033))"
opendata_ruhver_fahrradparken_line.127,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 504,187,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690386.6400008096 5343102.7009980315, 690391.5010008095 5343103.408998032))"
opendata_ruhver_fahrradparken_line.128,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 504,188,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690386.7720008094 5343100.806998031, 690391.6910008095 5343101.517998031))"
opendata_ruhver_fahrradparken_line.129,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 502,189,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690388.1000008095 5343086.014998031, 690393.5940008097 5343086.689998032))"
opendata_ruhver_fahrradparken_line.130,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 502,190,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690388.6450008093 5343083.849998031, 690393.9070008096 5343084.573998031))"
opendata_ruhver_fahrradparken_line.131,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 502,191,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690389.4150008096 5343078.874998031, 690394.3330008097 5343079.584998031))"
opendata_ruhver_fahrradparken_line.132,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 502,192,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690389.7280008094 5343076.757998032, 690394.5860008094 5343077.523998032))"
opendata_ruhver_fahrradparken_line.133,10,Nein,Ja,Nein,2,,Nein,Schleißheimer Str. 502,193,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690390.4180008094 5343072.354998033, 690395.1110008097 5343072.940998031))"
opendata_ruhver_fahrradparken_line.134,26,Nein,Nein,Nein,2,,Nein,Blumenstr. 28,452,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691375.3750008324 5334267.704997988, 691389.8160008327 5334281.232997986))"
opendata_ruhver_fahrradparken_line.135,18,Nein,Ja,Nein,2,,Nein,Englschalkinger Str. 74,453,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695090.475000915 5336698.233997727, 695090.2950009151 5336694.264997727), (695092.515000915 5336698.282997726, 695092.368000915 5336694.223997727))"
opendata_ruhver_fahrradparken_line.136,8,Nein,Nein,Nein,2,,Nein,Arcisstr. 65,454,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691357.6930008314 5336943.257997983, 691351.8220008314 5336943.896997984))"
opendata_ruhver_fahrradparken_line.137,76,Nein,Ja,Nein,2,,Nein,Guardinistr. 121,455,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685084.391000705 5332468.270998347, 685090.2320007051 5332468.026998347), (685092.9630007052 5332467.943998348, 685098.0530007052 5332467.669998346), (685101.1560007054 5332467.695998347, 685106.6230007056 5332467.436998347), (685109.4450007055 5332467.452998346, 685114.2590007056 5332467.076998345), (685116.9010007055 5332466.897998344, 685122.091000706 5332466.535998344), (685124.7330007058 5332466.356998345, 685130.7640007059 5332466.215998345), (685134.4340007061 5332466.264998344, 685140.2840007063 5332465.928998343))"
opendata_ruhver_fahrradparken_line.138,39,Nein,Ja,Nein,2,,Nein,Guardinistr. 154,456,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685081.464000705 5332476.311998349, 685086.2730007052 5332476.220998349), (685089.4060007052 5332476.2029983485, 685094.4970007052 5332475.981998347), (685096.8720007052 5332475.795998347, 685101.1980007053 5332475.545998346), (685130.3090007061 5332480.859998345, 685135.4030007061 5332480.640998345))"
opendata_ruhver_fahrradparken_line.139,36,Nein,Ja,Nein,2,,Nein,Guardinistr. 83,457,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685303.6180007092 5332430.305998336, 685314.7330007094 5332442.903998336))"
opendata_ruhver_fahrradparken_line.140,48,Nein,Ja,Nein,2,,Nein,Guardinistr. 110,458,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685332.2370007097 5332472.650998334, 685303.7900007092 5332473.489998337))"
opendata_ruhver_fahrradparken_line.141,35,Nein,Nein,Nein,2,,Nein,Elisabethpl. 4 c,459,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691358.2130008315 5336958.881997982, 691379.0680008319 5336956.581997982))"
opendata_ruhver_fahrradparken_line.142,10,Nein,Nein,Nein,2,,Nein,Arminiusstr. 1,460,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691169.3220008283 5332425.957998002, 691174.3270008285 5332426.655998004))"
opendata_ruhver_fahrradparken_line.143,8,Nein,Nein,Nein,2,,Nein,Gerhardstr. 1,461,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691236.6000008297 5332438.307998, 691239.9170008299 5332439.275997998))"
opendata_ruhver_fahrradparken_line.144,16,Nein,Nein,Nein,2,,Nein,Kühbachstr. 1,462,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691345.2870008324 5332468.371997992, 691348.9230008323 5332461.133997992))"
opendata_ruhver_fahrradparken_line.145,16,Nein,Nein,Nein,2,,Nein,Hans-Mielich-Str. 1,463,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691291.7220008309 5332388.125997996, 691289.7860008308 5332394.7589979945))"
opendata_ruhver_fahrradparken_line.146,30,Nein,Ja,Nein,2,,Nein,Georg-Wopfner-Str. 60,290,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694307.9090008958 5341031.067997774, 694303.9960008959 5341021.547997775))"
opendata_ruhver_fahrradparken_line.147,25,Nein,Ja,Nein,2,,Nein,Zschokkestr. 73,293,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686695.6750007359 5334351.60799826, 686694.7480007359 5334334.161998261))"
opendata_ruhver_fahrradparken_line.148,10,Nein,Ja,Nein,2,,Nein,Heinrich-Heine-Str. 14,294,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686699.702000736 5334320.768998261, 686700.0580007359 5334327.121998261))"
opendata_ruhver_fahrradparken_line.149,15,Nein,Ja,Nein,2,,Nein,Heinrich-Heine-Str. 12,295,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686699.508000736 5334315.4279982615, 686699.0090007359 5334305.042998261))"
opendata_ruhver_fahrradparken_line.150,9,Nein,Ja,Nein,2,,Nein,U-Bahnhof Friedenheimer Straße; Zschokkestraße / Zschokkestr. 55,296,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686904.77200074 5334342.10799825, 686904.9190007399 5334347.03999825))"
opendata_ruhver_fahrradparken_line.151,13,Nein,Ja,Nein,2,,Nein,U-Bahnhof Friedenheimer Straße; Zschokkestraße / Zschokkestr. 55,297,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686915.0540007402 5334352.815998248, 686922.5910007404 5334352.658998249))"
opendata_ruhver_fahrradparken_line.152,21,Nein,Ja,Nein,2,,Nein,Ungererstr. 173,32,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693409.825000876 5339346.62299784, 693404.881000876 5339339.04399784))"
opendata_ruhver_fahrradparken_line.153,9,Nein,Ja,Nein,2,,Nein,Ungererstr. 171,33,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693396.2920008758 5339336.301997843, 693402.2710008759 5339332.113997841))"
opendata_ruhver_fahrradparken_line.154,11,Nein,Ja,Nein,2,,Nein,Ungererstr. 173,34,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693455.7160008771 5339338.816997836, 693452.1020008769 5339333.662997838))"
opendata_ruhver_fahrradparken_line.155,14,Nein,Ja,Nein,2,,Nein,Bonner Pl. 2,106,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691690.6790008384 5338088.51899796, 691688.3660008386 5338095.737997958))"
opendata_ruhver_fahrradparken_line.156,9,Nein,Ja,Nein,2,,Nein,Bonner Pl. 1,107,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691693.7480008384 5338082.748997959, 691695.3130008385 5338077.783997958))"
opendata_ruhver_fahrradparken_line.157,10,Nein,Ja,Nein,2,,Nein,Bonner Pl. 1,108,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691693.1240008384 5338066.27499796, 691693.3050008386 5338072.01899796))"
opendata_ruhver_fahrradparken_line.158,15,Nein,Ja,Nein,2,,Nein,Karl-Theodor-Str. 55,109,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691655.8070008378 5338034.650997961, 691647.3730008374 5338035.915997961))"
opendata_ruhver_fahrradparken_line.159,10,Nein,Ja,Nein,2,,Nein,Karl-Theodor-Str. 55,110,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691630.294000837 5338026.999997962, 691630.7850008371 5338031.235997963))"
opendata_ruhver_fahrradparken_line.160,18,Nein,Ja,Nein,2,,Nein,Ungererstr. 58,148,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692618.8870008587 5338082.710997898, 692627.831000859 5338089.739997897))"
opendata_ruhver_fahrradparken_line.161,8,Nein,Ja,Nein,2,,Nein,Potsdamer Str. 4,149,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692587.305000858 5338083.5989979, 692591.2080008581 5338081.331997899))"
opendata_ruhver_fahrradparken_line.162,22,Nein,Ja,Nein,2,,Nein,Potsdamer Str. 1,150,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692574.0450008579 5338058.5229979, 692577.6490008577 5338063.964997901))"
opendata_ruhver_fahrradparken_line.163,7,Nein,Ja,Nein,2,,Nein,Ungererstr. 68,152,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692687.7250008603 5338188.360997891, 692691.1500008603 5338186.445997892))"
opendata_ruhver_fahrradparken_line.164,15,Nein,Ja,Nein,2,,Nein,Ungererstr. 68,151,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692697.0950008605 5338193.842997893, 692692.1680008603 5338186.578997891))"
opendata_ruhver_fahrradparken_line.165,20,Nein,Nein,Nein,2,,Nein,Dietzfelbingerpl. 3,153,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696469.2850009493 5329344.0199976405, 696474.6650009494 5329346.790997639))"
opendata_ruhver_fahrradparken_line.166,9,Nein,Nein,Nein,2,,Nein,Dietzfelbingerpl. 5,154,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696461.3500009491 5329343.526997641, 696456.780000949 5329341.153997642))"
opendata_ruhver_fahrradparken_line.167,9,Nein,Nein,Nein,2,,Nein,Dietzfelbingerpl. 5,155,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696455.2100009489 5329341.549997642, 696452.7480009489 5329346.117997643))"
opendata_ruhver_fahrradparken_line.168,8,Nein,Ja,Nein,2,,Nein,Züricher Str. 29,240,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686144.0430007258 5329852.208998296, 686148.979000726 5329851.480998295))"
opendata_ruhver_fahrradparken_line.169,9,Nein,Ja,Nein,2,,Nein,Ambacher Str. 43,243,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686215.8910007272 5329859.6679982925, 686221.3420007273 5329858.858998292))"
opendata_ruhver_fahrradparken_line.170,8,Nein,Ja,Nein,2,,Nein,Ambacher Str. 43,244,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686224.2730007274 5329858.314998292, 686229.7270007276 5329857.401998293))"
opendata_ruhver_fahrradparken_line.171,14,Nein,Ja,Nein,2,,Nein,Forstenrieder Allee 78,245,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685967.9037007225 5329886.214698306, 685967.9427007224 5329891.123698306))"
opendata_ruhver_fahrradparken_line.172,7,Nein,Ja,Nein,2,,Nein,Frankfurter Ring 29,248,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691168.0830008265 5340361.794997988, 691168.4470008267 5340356.634997988))"
opendata_ruhver_fahrradparken_line.173,9,Nein,Ja,Nein,2,,Nein,Frankfurter Ring 29,249,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691186.3550008279 5340362.093997986, 691186.759000827 5340356.832997987))"
opendata_ruhver_fahrradparken_line.174,16,Nein,Ja,Nein,2,,Nein,Frankfurter Ring 29,250,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691173.4290008268 5340361.558997987, 691186.318000827 5340362.467997988))"
opendata_ruhver_fahrradparken_line.175,16,Nein,Ja,Nein,2,,Nein,Neuherbergstr. 90,156,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690820.3100008187 5342794.769998004, 690823.0840008189 5342786.363998006))"
opendata_ruhver_fahrradparken_line.176,22,Nein,Nein,Nein,2,,Nein,Orffstr. 56,157,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688475.644000771 5337150.004998157, 688488.5970007712 5337151.008998156))"
opendata_ruhver_fahrradparken_line.177,43,Nein,Nein,Nein,2,,Nein,Dom-Pedro-Pl. 2,158,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688466.2660007707 5337148.854998158, 688440.9240007703 5337147.018998159))"
opendata_ruhver_fahrradparken_line.178,21,Nein,Nein,Nein,2,,Nein,Dom-Pedro-Pl. 2,159,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688431.8610007701 5337146.95099816, 688420.3440007699 5337145.64899816))"
opendata_ruhver_fahrradparken_line.179,4,Nein,Nein,Nein,2,,Nein,Dom-Pedro-Pl. 1,160,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688413.8280007697 5337138.757998161, 688414.0790007698 5337135.98399816))"
opendata_ruhver_fahrradparken_line.180,10,Nein,Nein,Nein,2,,Nein,Dom-Pedro-Pl. 1,161,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688414.1380007698 5337134.48699816, 688414.7650007699 5337127.5849981615))"
opendata_ruhver_fahrradparken_line.181,16,Nein,Ja,Nein,2,,Nein,Josef-Frankl-Str. 1,218,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688657.2010007736 5343189.345998136, 688656.9200007736 5343184.707998136))"
opendata_ruhver_fahrradparken_line.182,10,Nein,Ja,Nein,2,,Nein,Züricher Str. 80,239,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686023.9220007237 5329890.839998304, 686027.7410007238 5329890.668998303))"
opendata_ruhver_fahrradparken_line.183,16,Nein,Ja,Nein,2,,Nein,Marbachstr. 1,467,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688723.9720007769 5332376.547998153, 688725.792000777 5332385.7279981505))"
opendata_ruhver_fahrradparken_line.184,8,Nein,Ja,Nein,2,,Nein,Marbachstr. 1,468,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688726.867000777 5332386.06699815, 688731.2200007772 5332386.138998151))"
opendata_ruhver_fahrradparken_line.185,42,Nein,Ja,Nein,2,,Nein,Albert-Roßhaupter-Str. 5,469,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688761.3800007779 5332389.490998149, 688774.1380007782 5332389.788998148))"
opendata_ruhver_fahrradparken_line.186,20,Nein,Ja,Nein,2,,Nein,Bodenehrstr. 20,470,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688719.577000777 5332420.710998151, 688719.8420007769 5332432.468998151))"
opendata_ruhver_fahrradparken_line.187,11,Nein,Ja,Nein,2,,Nein,Albert-Roßhaupter-Str. 14 a,471,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688741.1960007773 5332431.796998151, 688734.7490007773 5332432.881998151))"
opendata_ruhver_fahrradparken_line.188,16,Nein,Ja,Nein,2,,Nein,Albert-Roßhaupter-Str. 3,475,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688894.6400007806 5332391.117998143, 688895.1040007805 5332384.305998141))"
opendata_ruhver_fahrradparken_line.189,13,Nein,Nein,Nein,2,,Nein,Kidlerpl. 7,476,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689133.1690007853 5332433.079998127, 689142.4510007857 5332428.588998125))"
opendata_ruhver_fahrradparken_line.190,18,Nein,Ja,Nein,2,,Nein,Am Harras 9,478,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688983.9240007823 5332375.763998136, 688988.0190007824 5332385.819998136))"
opendata_ruhver_fahrradparken_line.191,24,Nein,Ja,Nein,2,,Nein,Albert-Roßhaupter-Str. 8,479,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688891.9550007804 5332445.693998141, 688892.5160007805 5332431.360998141))"
